query,model_name,performance,embedding_id
Does auth service support timeout?,powerful,0.5903,210
Are there any errors in the logs?,fast,0.9431,75
Are there any errors in the logs?,balanced,0.7641,75
Are there any errors in the logs?,powerful,0.5965,75
What's the status of infra-agent?,fast,0.8948,154
What's the status of infra-agent?,balanced,0.7462,154
What's the status of infra-agent?,powerful,0.6114,154
What version of numpy is installed?,fast,0.878,89
What version of numpy is installed?,balanced,0.8332,89
What version of numpy is installed?,powerful,0.6854,89
When was package.json last modified?,fast,0.8875,36
When was package.json last modified?,balanced,0.8209,36
When was package.json last modified?,powerful,0.7426,36
Is requirements.txt writable?,fast,0.9665,169
Is requirements.txt writable?,balanced,0.7209,169
Is requirements.txt writable?,powerful,0.6468,169
List active tasks,fast,0.8687,2
List active tasks,balanced,0.7455,2
List active tasks,powerful,0.7471,2
Where is {config} stored?,fast,0.9783,30
Where is {config} stored?,balanced,0.7099,30
Where is {config} stored?,powerful,0.74,30
/help,fast,0.8989,19
/help,balanced,0.701,19
/help,powerful,0.6597,19
What files changed?,fast,0.9039,5
What files changed?,balanced,0.7834,5
What files changed?,powerful,0.6776,5
/help,fast,0.9689,19
/help,balanced,0.7299,19
/help,powerful,0.7081,19
Is there anything to push?,fast,0.922,83
Is there anything to push?,balanced,0.7063,83
Is there anything to push?,powerful,0.7066,83
List available tools,fast,0.9261,46
List available tools,balanced,0.7741,46
List available tools,powerful,0.685,46
Are there uncommitted changes?,fast,0.8535,3
Are there uncommitted changes?,balanced,0.7004,3
Are there uncommitted changes?,powerful,0.5657,3
Is this a breaking change?,fast,0.9585,0
Is this a breaking change?,balanced,0.7709,0
Is this a breaking change?,powerful,0.6635,0
"Thanks, that's all",fast,0.8874,48
"Thanks, that's all",balanced,0.7269,48
"Thanks, that's all",powerful,0.7267,48
Are the tests passing?,fast,0.8818,4
Are the tests passing?,balanced,0.7179,4
Are the tests passing?,powerful,0.5693,4
What agents are available?,fast,0.9279,10
What agents are available?,balanced,0.7543,10
What agents are available?,powerful,0.6201,10
Is .env writable?,fast,0.9316,155
Is .env writable?,balanced,0.7714,155
Is .env writable?,powerful,0.6736,155
What's the current branch?,fast,0.8985,106
What's the current branch?,balanced,0.8099,106
What's the current branch?,powerful,0.5044,106
Show git diff,fast,0.8712,7
Show git diff,balanced,0.7088,7
Show git diff,powerful,0.5799,7
"No, cancel that",fast,0.9401,52
"No, cancel that",balanced,0.7536,52
"No, cancel that",powerful,0.5132,52
Show me Dockerfile,fast,0.9327,81
Show me Dockerfile,balanced,0.8433,81
Show me Dockerfile,powerful,0.5122,81
Is there anything to push?,fast,0.9188,83
Is there anything to push?,balanced,0.8404,83
Is there anything to push?,powerful,0.6285,83
/status,fast,0.9316,53
/status,balanced,0.8147,53
/status,powerful,0.6497,53
Show git status,fast,0.9207,22
Show git status,balanced,0.8309,22
Show git status,powerful,0.7067,22
Is Redis available?,fast,0.954,14
Is Redis available?,balanced,0.7407,14
Is Redis available?,powerful,0.6745,14
Show me app.py,fast,0.9195,183
Show me app.py,balanced,0.7527,183
Show me app.py,powerful,0.5359,183
Is the build passing?,fast,0.9174,1
Is the build passing?,balanced,0.756,1
Is the build passing?,powerful,0.6212,1
What's in the config folder?,fast,0.8633,178
What's in the config folder?,balanced,0.7232,178
What's in the config folder?,powerful,0.5553,178
List recent commits,fast,0.9534,35
List recent commits,balanced,0.7838,35
List recent commits,powerful,0.6724,35
"Perfect, thanks",fast,0.9183,27
"Perfect, thanks",balanced,0.7798,27
"Perfect, thanks",powerful,0.6378,27
/help,fast,0.9543,19
/help,balanced,0.7626,19
/help,powerful,0.729,19
What's the current branch?,fast,0.9564,106
What's the current branch?,balanced,0.8385,106
What's the current branch?,powerful,0.6199,106
Show stash list,fast,0.9398,26
Show stash list,balanced,0.7209,26
Show stash list,powerful,0.6105,26
Does auth service support batching?,fast,0.8724,110
Does auth service support batching?,balanced,0.7457,110
Does auth service support batching?,powerful,0.6861,110
What's the current branch?,fast,0.8789,106
What's the current branch?,balanced,0.8285,106
What's the current branch?,powerful,0.5356,106
Are there uncommitted changes?,fast,0.89,3
Are there uncommitted changes?,balanced,0.7315,3
Are there uncommitted changes?,powerful,0.7453,3
Is requirements.txt writable?,fast,0.9492,169
Is requirements.txt writable?,balanced,0.7168,169
Is requirements.txt writable?,powerful,0.5047,169
Define saga pattern,fast,0.8555,77
Define saga pattern,balanced,0.7162,77
Define saga pattern,powerful,0.6983,77
What's the default value of log_level?,fast,0.8577,132
What's the default value of log_level?,balanced,0.7178,132
What's the default value of log_level?,powerful,0.5633,132
What agents are available?,fast,0.8892,10
What agents are available?,balanced,0.7015,10
What agents are available?,powerful,0.5241,10
What's the current branch?,fast,0.9696,106
What's the current branch?,balanced,0.7308,106
What's the current branch?,powerful,0.7253,106
What branch am I on?,fast,0.9372,63
What branch am I on?,balanced,0.7044,63
What branch am I on?,powerful,0.5364,63
How many seconds in batch?,fast,0.8952,209
How many seconds in batch?,balanced,0.7241,209
How many seconds in batch?,powerful,0.6252,209
Calculate 50% of 100,fast,0.9156,166
Calculate 50% of 100,balanced,0.7103,166
Calculate 50% of 100,powerful,0.7049,166
/help,fast,0.8518,19
/help,balanced,0.7325,19
/help,powerful,0.5479,19
Is there anything to push?,fast,0.8723,83
Is there anything to push?,balanced,0.8131,83
Is there anything to push?,powerful,0.5011,83
Calculate 10% of 100,fast,0.9697,156
Calculate 10% of 100,balanced,0.8277,156
Calculate 10% of 100,powerful,0.6187,156
Convert 3.14 MB to minutes,fast,0.9376,221
Convert 3.14 MB to minutes,balanced,0.7161,221
Convert 3.14 MB to minutes,powerful,0.7087,221
Read prometheus.yml,fast,0.8779,94
Read prometheus.yml,balanced,0.7341,94
Read prometheus.yml,powerful,0.5282,94
Does config.yaml exist?,fast,0.9106,162
Does config.yaml exist?,balanced,0.778,162
Does config.yaml exist?,powerful,0.624,162
Show me schema.sql,fast,0.9224,222
Show me schema.sql,balanced,0.7061,222
Show me schema.sql,powerful,0.582,222
What's the current branch?,fast,0.9,106
What's the current branch?,balanced,0.7685,106
What's the current branch?,powerful,0.684,106
Is Redis available?,fast,0.9769,14
Is Redis available?,balanced,0.7666,14
Is Redis available?,powerful,0.6385,14
Is there anything to push?,fast,0.978,83
Is there anything to push?,balanced,0.7642,83
Is there anything to push?,powerful,0.7142,83
"Thanks, that's all",fast,0.9593,48
"Thanks, that's all",balanced,0.7714,48
"Thanks, that's all",powerful,0.6698,48
What branch am I on?,fast,0.8517,63
What branch am I on?,balanced,0.8011,63
What branch am I on?,powerful,0.668,63
What's the file size of package.json?,fast,0.9179,84
What's the file size of package.json?,balanced,0.8015,84
What's the file size of package.json?,powerful,0.5298,84
What's the file size of package.json?,fast,0.9404,84
What's the file size of package.json?,balanced,0.8466,84
What's the file size of package.json?,powerful,0.6854,84
"Thanks, that's all",fast,0.9771,48
"Thanks, that's all",balanced,0.7097,48
"Thanks, that's all",powerful,0.7438,48
What's in the config folder?,fast,0.9273,178
What's in the config folder?,balanced,0.8486,178
What's in the config folder?,powerful,0.5307,178
List available tools,fast,0.9052,46
List available tools,balanced,0.7749,46
List available tools,powerful,0.6912,46
/status,fast,0.9256,53
/status,balanced,0.7409,53
/status,powerful,0.6974,53
Are the tests passing?,fast,0.9726,4
Are the tests passing?,balanced,0.7534,4
Are the tests passing?,powerful,0.6667,4
"Perfect, thanks",fast,0.9026,27
"Perfect, thanks",balanced,0.7727,27
"Perfect, thanks",powerful,0.5697,27
/status,fast,0.9091,53
/status,balanced,0.7183,53
/status,powerful,0.6223,53
Are there uncommitted changes?,fast,0.9317,3
Are there uncommitted changes?,balanced,0.7202,3
Are there uncommitted changes?,powerful,0.5249,3
Check if memory system is healthy,fast,0.9148,120
Check if memory system is healthy,balanced,0.704,120
Check if memory system is healthy,powerful,0.5448,120
Does cache layer support batching?,fast,0.8699,211
Does cache layer support batching?,balanced,0.7933,211
Does cache layer support batching?,powerful,0.5241,211
What agents are available?,fast,0.9359,10
What agents are available?,balanced,0.778,10
What agents are available?,powerful,0.623,10
What is middleware?,fast,0.8882,17
What is middleware?,balanced,0.7747,17
What is middleware?,powerful,0.6262,17
What's the syntax for {command}?,fast,0.8947,71
What's the syntax for {command}?,balanced,0.829,71
What's the syntax for {command}?,powerful,0.6367,71
"Perfect, thanks",fast,0.9493,27
"Perfect, thanks",balanced,0.8486,27
"Perfect, thanks",powerful,0.72,27
What's the current branch?,fast,0.8999,106
What's the current branch?,balanced,0.7472,106
What's the current branch?,powerful,0.5941,106
What is API?,fast,0.8543,108
What is API?,balanced,0.7835,108
What is API?,powerful,0.7151,108
Show stash list,fast,0.965,26
Show stash list,balanced,0.7246,26
Show stash list,powerful,0.6077,26
Show stash list,fast,0.943,26
Show stash list,balanced,0.7731,26
Show stash list,powerful,0.5273,26
Is Redis available?,fast,0.9138,14
Is Redis available?,balanced,0.7831,14
Is Redis available?,powerful,0.6348,14
Define saga pattern,fast,0.9231,77
Define saga pattern,balanced,0.7234,77
Define saga pattern,powerful,0.5139,77
Show git diff,fast,0.9143,7
Show git diff,balanced,0.8456,7
Show git diff,powerful,0.6542,7
List files in ./services,fast,0.8917,79
List files in ./services,balanced,0.7042,79
List files in ./services,powerful,0.5113,79
List available tools,fast,0.8976,46
List available tools,balanced,0.8214,46
List available tools,powerful,0.646,46
/help,fast,0.9659,19
/help,balanced,0.7512,19
/help,powerful,0.5243,19
List files in ./services,fast,0.9036,79
List files in ./services,balanced,0.7085,79
List files in ./services,powerful,0.5611,79
List all branches,fast,0.9343,51
List all branches,balanced,0.7889,51
List all branches,powerful,0.7276,51
What agents are available?,fast,0.963,10
What agents are available?,balanced,0.7172,10
What agents are available?,powerful,0.5424,10
What's the syntax for {command}?,fast,0.8924,71
What's the syntax for {command}?,balanced,0.7691,71
What's the syntax for {command}?,powerful,0.7158,71
Can I use monitoring in Redis 7?,fast,0.8847,223
Can I use monitoring in Redis 7?,balanced,0.8044,223
Can I use monitoring in Redis 7?,powerful,0.647,223
Does package.json exist?,fast,0.9241,165
Does package.json exist?,balanced,0.7484,165
Does package.json exist?,powerful,0.5244,165
What's the port for supervisor?,fast,0.9398,107
What's the port for supervisor?,balanced,0.7309,107
What's the port for supervisor?,powerful,0.6242,107
What commands are available?,fast,0.9494,47
What commands are available?,balanced,0.7509,47
What commands are available?,powerful,0.6537,47
Show me Dockerfile,fast,0.8762,81
Show me Dockerfile,balanced,0.7953,81
Show me Dockerfile,powerful,0.7435,81
What agents are available?,fast,0.9592,10
What agents are available?,balanced,0.7804,10
What agents are available?,powerful,0.5718,10
Check if task queue is healthy,fast,0.9795,72
Check if task queue is healthy,balanced,0.7603,72
Check if task queue is healthy,powerful,0.5565,72
How many bytes in batch?,fast,0.9597,58
How many bytes in batch?,balanced,0.7142,58
How many bytes in batch?,powerful,0.5842,58
What agents are available?,fast,0.9236,10
What agents are available?,balanced,0.7797,10
What agents are available?,powerful,0.6068,10
List files in /app/src,fast,0.9347,116
List files in /app/src,balanced,0.7453,116
List files in /app/src,powerful,0.701,116
Is requirements.txt writable?,fast,0.9202,169
Is requirements.txt writable?,balanced,0.73,169
Is requirements.txt writable?,powerful,0.6006,169
Should I commit these changes?,fast,0.917,9
Should I commit these changes?,balanced,0.8007,9
Should I commit these changes?,powerful,0.6369,9
"No, cancel that",fast,0.8524,52
"No, cancel that",balanced,0.8055,52
"No, cancel that",powerful,0.7157,52
Can I use logging in Node 20?,fast,0.9359,192
Can I use logging in Node 20?,balanced,0.8236,192
Can I use logging in Node 20?,powerful,0.7345,192
What files changed?,fast,0.9718,5
What files changed?,balanced,0.7799,5
What files changed?,powerful,0.6536,5
/status,fast,0.9679,53
/status,balanced,0.8402,53
/status,powerful,0.6817,53
Check if auth service is healthy,fast,0.8761,43
Check if auth service is healthy,balanced,0.7694,43
Check if auth service is healthy,powerful,0.5601,43
How many requests in minutes?,fast,0.9597,113
How many requests in minutes?,balanced,0.7615,113
How many requests in minutes?,powerful,0.715,113
Got it,fast,0.8584,85
Got it,balanced,0.7305,85
Got it,powerful,0.6031,85
Show me the help menu,fast,0.8873,15
Show me the help menu,balanced,0.7241,15
Show me the help menu,powerful,0.6717,15
List all branches,fast,0.9028,51
List all branches,balanced,0.717,51
List all branches,powerful,0.548,51
List all branches,fast,0.9536,51
List all branches,balanced,0.7466,51
List all branches,powerful,0.6213,51
Is package.json writable?,fast,0.9341,112
Is package.json writable?,balanced,0.7056,112
Is package.json writable?,powerful,0.5398,112
Is the build passing?,fast,0.8538,1
Is the build passing?,balanced,0.8185,1
Is the build passing?,powerful,0.5694,1
What version of pandas is installed?,fast,0.9338,50
What version of pandas is installed?,balanced,0.7063,50
What version of pandas is installed?,powerful,0.6806,50
/tools,fast,0.8526,20
/tools,balanced,0.8289,20
/tools,powerful,0.521,20
Does task queue support async?,fast,0.9671,224
Does task queue support async?,balanced,0.7611,224
Does task queue support async?,powerful,0.5909,224
Is the database connected?,fast,0.9651,12
Is the database connected?,balanced,0.7595,12
Is the database connected?,powerful,0.71,12
List available tools,fast,0.8683,46
List available tools,balanced,0.7168,46
List available tools,powerful,0.6836,46
Okay,fast,0.8657,8
Okay,balanced,0.7996,8
Okay,powerful,0.6451,8
/status,fast,0.9711,53
/status,balanced,0.7378,53
/status,powerful,0.7211,53
List all branches,fast,0.928,51
List all branches,balanced,0.816,51
List all branches,powerful,0.5784,51
List available tools,fast,0.926,46
List available tools,balanced,0.7585,46
List available tools,powerful,0.6871,46
List all branches,fast,0.9716,51
List all branches,balanced,0.7327,51
List all branches,powerful,0.5267,51
Show the last commit message,fast,0.9761,16
Show the last commit message,balanced,0.7659,16
Show the last commit message,powerful,0.5636,16
Is {option} enabled?,fast,0.8573,42
Is {option} enabled?,balanced,0.78,42
Is {option} enabled?,powerful,0.6749,42
What's the current branch?,fast,0.8911,106
What's the current branch?,balanced,0.7636,106
What's the current branch?,powerful,0.6707,106
What files changed?,fast,0.9643,5
What files changed?,balanced,0.8405,5
What files changed?,powerful,0.5907,5
What's 42 + 8?,fast,0.8527,29
What's 42 + 8?,balanced,0.845,29
What's 42 + 8?,powerful,0.6515,29
List available tools,fast,0.9461,46
List available tools,balanced,0.8198,46
List available tools,powerful,0.5137,46
Got it,fast,0.9525,85
Got it,balanced,0.736,85
Got it,powerful,0.6382,85
Show stash list,fast,0.9331,26
Show stash list,balanced,0.8051,26
Show stash list,powerful,0.7258,26
Is Redis available?,fast,0.8659,14
Is Redis available?,balanced,0.83,14
Is Redis available?,powerful,0.7144,14
Read agents.yaml,fast,0.9683,39
Read agents.yaml,balanced,0.7589,39
Read agents.yaml,powerful,0.7445,39
Show git diff,fast,0.8891,7
Show git diff,balanced,0.8404,7
Show git diff,powerful,0.6892,7
Show stash list,fast,0.8774,26
Show stash list,balanced,0.8335,26
Show stash list,powerful,0.729,26
Is this a breaking change?,fast,0.8912,0
Is this a breaking change?,balanced,0.8218,0
Is this a breaking change?,powerful,0.6611,0
/tools,fast,0.8544,20
/tools,balanced,0.83,20
/tools,powerful,0.7058,20
"Perfect, thanks",fast,0.9139,27
"Perfect, thanks",balanced,0.8105,27
"Perfect, thanks",powerful,0.7316,27
What's in the scripts folder?,fast,0.964,130
What's in the scripts folder?,balanced,0.823,130
What's in the scripts folder?,powerful,0.7061,130
Convert 1024 Celsius to GB,fast,0.8957,57
Convert 1024 Celsius to GB,balanced,0.7903,57
Convert 1024 Celsius to GB,powerful,0.7034,57
How many seconds in minutes?,fast,0.9404,64
How many seconds in minutes?,balanced,0.8143,64
How many seconds in minutes?,powerful,0.6603,64
What branch am I on?,fast,0.9319,63
What branch am I on?,balanced,0.8187,63
What branch am I on?,powerful,0.534,63
What's the file size of main.py?,fast,0.9317,62
What's the file size of main.py?,balanced,0.7471,62
What's the file size of main.py?,powerful,0.5206,62
Show git status,fast,0.8824,22
Show git status,balanced,0.807,22
Show git status,powerful,0.6919,22
Are the tests passing?,fast,0.9492,4
Are the tests passing?,balanced,0.827,4
Are the tests passing?,powerful,0.6714,4
/tools,fast,0.9721,20
/tools,balanced,0.7677,20
/tools,powerful,0.7184,20
Is the build passing?,fast,0.8839,1
Is the build passing?,balanced,0.8031,1
Is the build passing?,powerful,0.7067,1
What commands are available?,fast,0.8866,47
What commands are available?,balanced,0.7127,47
What commands are available?,powerful,0.5919,47
What's the file size of package.json?,fast,0.9728,84
What's the file size of package.json?,balanced,0.8327,84
What's the file size of package.json?,powerful,0.5561,84
"Perfect, thanks",fast,0.853,27
"Perfect, thanks",balanced,0.7838,27
"Perfect, thanks",powerful,0.653,27
Are there uncommitted changes?,fast,0.9679,3
Are there uncommitted changes?,balanced,0.8461,3
Are there uncommitted changes?,powerful,0.5496,3
Convert 100 MB to minutes,fast,0.9303,225
Convert 100 MB to minutes,balanced,0.7901,225
Convert 100 MB to minutes,powerful,0.5373,225
Show me index.ts,fast,0.9731,18
Show me index.ts,balanced,0.7176,18
Show me index.ts,powerful,0.6796,18
Is package.json writable?,fast,0.9575,112
Is package.json writable?,balanced,0.7741,112
Is package.json writable?,powerful,0.5561,112
Show the last commit message,fast,0.8748,16
Show the last commit message,balanced,0.8293,16
Show the last commit message,powerful,0.6955,16
Is there anything to push?,fast,0.947,83
Is there anything to push?,balanced,0.7573,83
Is there anything to push?,powerful,0.6078,83
Show the last commit message,fast,0.928,16
Show the last commit message,balanced,0.8493,16
Show the last commit message,powerful,0.5707,16
Is Redis available?,fast,0.8746,14
Is Redis available?,balanced,0.7271,14
Is Redis available?,powerful,0.6981,14
Is nginx running?,fast,0.9769,76
Is nginx running?,balanced,0.7353,76
Is nginx running?,powerful,0.6127,76
List all branches,fast,0.8981,51
List all branches,balanced,0.8026,51
List all branches,powerful,0.6145,51
What's the status of research-agent?,fast,0.8673,190
What's the status of research-agent?,balanced,0.7485,190
What's the status of research-agent?,powerful,0.6733,190
Is Redis available?,fast,0.8776,14
Is Redis available?,balanced,0.7575,14
Is Redis available?,powerful,0.6058,14
Does task queue support async?,fast,0.8624,224
Does task queue support async?,balanced,0.7088,224
Does task queue support async?,powerful,0.5832,224
List all branches,fast,0.9112,51
List all branches,balanced,0.7531,51
List all branches,powerful,0.6516,51
Is the database connected?,fast,0.9757,12
Is the database connected?,balanced,0.7897,12
Is the database connected?,powerful,0.6871,12
Show me the current users status,fast,0.883,74
Show me the current users status,balanced,0.7929,74
Show me the current users status,powerful,0.5756,74
What's the file size of requirements.txt?,fast,0.8982,140
What's the file size of requirements.txt?,balanced,0.8452,140
What's the file size of requirements.txt?,powerful,0.6399,140
Is {option} enabled?,fast,0.8733,42
Is {option} enabled?,balanced,0.7255,42
Is {option} enabled?,powerful,0.6232,42
What's in the scripts folder?,fast,0.8671,130
What's in the scripts folder?,balanced,0.7476,130
What's in the scripts folder?,powerful,0.6326,130
Are there any errors in the logs?,fast,0.8839,75
Are there any errors in the logs?,balanced,0.747,75
Are there any errors in the logs?,powerful,0.7446,75
What's the port for nginx?,fast,0.9472,103
What's the port for nginx?,balanced,0.8389,103
What's the port for nginx?,powerful,0.5707,103
"No, cancel that",fast,0.8842,52
"No, cancel that",balanced,0.8244,52
"No, cancel that",powerful,0.7317,52
Where is {config} stored?,fast,0.8907,30
Where is {config} stored?,balanced,0.8339,30
Where is {config} stored?,powerful,0.5789,30
What's the port for redis?,fast,0.9222,152
What's the port for redis?,balanced,0.8384,152
What's the port for redis?,powerful,0.6592,152
What does REST stand for?,fast,0.8746,65
What does REST stand for?,balanced,0.7082,65
What does REST stand for?,powerful,0.5458,65
Define CQRS,fast,0.8713,185
Define CQRS,balanced,0.7701,185
Define CQRS,powerful,0.529,185
"Thanks, that's all",fast,0.9705,48
"Thanks, that's all",balanced,0.7061,48
"Thanks, that's all",powerful,0.5891,48
What's 100 + 8?,fast,0.9095,191
What's 100 + 8?,balanced,0.7169,191
What's 100 + 8?,powerful,0.6799,191
Are there any errors in the logs?,fast,0.8661,75
Are there any errors in the logs?,balanced,0.714,75
Are there any errors in the logs?,powerful,0.717,75
What branch am I on?,fast,0.9585,63
What branch am I on?,balanced,0.8125,63
What branch am I on?,powerful,0.7056,63
Can I use pagination in Node 20?,fast,0.9259,182
Can I use pagination in Node 20?,balanced,0.8457,182
Can I use pagination in Node 20?,powerful,0.6315,182
Can I use caching in Redis 7?,fast,0.9697,201
Can I use caching in Redis 7?,balanced,0.7369,201
Can I use caching in Redis 7?,powerful,0.6245,201
Show system status,fast,0.9654,23
Show system status,balanced,0.7039,23
Show system status,powerful,0.6703,23
Is Redis available?,fast,0.8659,14
Is Redis available?,balanced,0.756,14
Is Redis available?,powerful,0.7323,14
Show system status,fast,0.9588,23
Show system status,balanced,0.7231,23
Show system status,powerful,0.5203,23
List available tools,fast,0.942,46
List available tools,balanced,0.772,46
List available tools,powerful,0.6571,46
What files changed?,fast,0.9272,5
What files changed?,balanced,0.7009,5
What files changed?,powerful,0.7424,5
Are the tests passing?,fast,0.9309,4
Are the tests passing?,balanced,0.768,4
Are the tests passing?,powerful,0.7369,4
Calculate 50% of 100,fast,0.8775,166
Calculate 50% of 100,balanced,0.7073,166
Calculate 50% of 100,powerful,0.6609,166
Does config.yaml exist?,fast,0.9467,162
Does config.yaml exist?,balanced,0.7821,162
Does config.yaml exist?,powerful,0.6506,162
List active tasks,fast,0.9019,2
List active tasks,balanced,0.7267,2
List active tasks,powerful,0.7413,2
"Yes, proceed",fast,0.9019,37
"Yes, proceed",balanced,0.7031,37
"Yes, proceed",powerful,0.5521,37
Read prometheus.yml,fast,0.887,94
Read prometheus.yml,balanced,0.8129,94
Read prometheus.yml,powerful,0.6635,94
What's the current branch?,fast,0.8888,106
What's the current branch?,balanced,0.8202,106
What's the current branch?,powerful,0.684,106
Got it,fast,0.8903,85
Got it,balanced,0.8027,85
Got it,powerful,0.5328,85
Is the database connected?,fast,0.8625,12
Is the database connected?,balanced,0.7551,12
Is the database connected?,powerful,0.55,12
What does OAuth stand for?,fast,0.9119,125
What does OAuth stand for?,balanced,0.7845,125
What does OAuth stand for?,powerful,0.6058,125
/help,fast,0.9049,19
/help,balanced,0.7552,19
/help,powerful,0.5466,19
Is this a breaking change?,fast,0.9054,0
Is this a breaking change?,balanced,0.7061,0
Is this a breaking change?,powerful,0.5854,0
What is generator?,fast,0.8791,11
What is generator?,balanced,0.8029,11
What is generator?,powerful,0.5388,11
What's the port for supervisor?,fast,0.8878,107
What's the port for supervisor?,balanced,0.7656,107
What's the port for supervisor?,powerful,0.7268,107
Define CQRS,fast,0.8693,185
Define CQRS,balanced,0.7192,185
Define CQRS,powerful,0.7257,185
List available tools,fast,0.8823,46
List available tools,balanced,0.7642,46
List available tools,powerful,0.6421,46
What version of numpy is installed?,fast,0.9692,89
What version of numpy is installed?,balanced,0.777,89
What version of numpy is installed?,powerful,0.6277,89
When was config.yaml last modified?,fast,0.9104,67
When was config.yaml last modified?,balanced,0.808,67
When was config.yaml last modified?,powerful,0.7032,67
List files in ./services,fast,0.9261,79
List files in ./services,balanced,0.8153,79
List files in ./services,powerful,0.5041,79
How many requests in minutes?,fast,0.8733,113
How many requests in minutes?,balanced,0.7273,113
How many requests in minutes?,powerful,0.5982,113
List active tasks,fast,0.9041,2
List active tasks,balanced,0.8057,2
List active tasks,powerful,0.5785,2
Calculate 25% of 500,fast,0.9085,92
Calculate 25% of 500,balanced,0.8212,92
Calculate 25% of 500,powerful,0.5853,92
Got it,fast,0.9633,85
Got it,balanced,0.7281,85
Got it,powerful,0.5463,85
How many requests in minutes?,fast,0.9633,113
How many requests in minutes?,balanced,0.7159,113
How many requests in minutes?,powerful,0.6336,113
What's the status of research-agent?,fast,0.8652,190
What's the status of research-agent?,balanced,0.7258,190
What's the status of research-agent?,powerful,0.6193,190
Convert 1024 Celsius to Fahrenheit,fast,0.9282,80
Convert 1024 Celsius to Fahrenheit,balanced,0.773,80
Convert 1024 Celsius to Fahrenheit,powerful,0.6546,80
Should I commit these changes?,fast,0.8969,9
Should I commit these changes?,balanced,0.8011,9
Should I commit these changes?,powerful,0.6726,9
What's the file size of .env?,fast,0.8614,86
What's the file size of .env?,balanced,0.7203,86
What's the file size of .env?,powerful,0.5477,86
Show me the help menu,fast,0.8521,15
Show me the help menu,balanced,0.8456,15
Show me the help menu,powerful,0.7148,15
Show the last commit message,fast,0.9125,16
Show the last commit message,balanced,0.7218,16
Show the last commit message,powerful,0.5604,16
List available tools,fast,0.9314,46
List available tools,balanced,0.8185,46
List available tools,powerful,0.5477,46
Show stash list,fast,0.9501,26
Show stash list,balanced,0.7222,26
Show stash list,powerful,0.6055,26
What's the current branch?,fast,0.8716,106
What's the current branch?,balanced,0.7229,106
What's the current branch?,powerful,0.6756,106
What's the port for the database?,fast,0.8526,38
What's the port for the database?,balanced,0.7674,38
What's the port for the database?,powerful,0.5607,38
Is there anything to push?,fast,0.924,83
Is there anything to push?,balanced,0.8251,83
Is there anything to push?,powerful,0.5127,83
What's the status of code-agent?,fast,0.932,144
What's the status of code-agent?,balanced,0.807,144
What's the status of code-agent?,powerful,0.7449,144
Confirm deployment to testing,fast,0.9458,69
Confirm deployment to testing,balanced,0.7894,69
Confirm deployment to testing,powerful,0.6386,69
Is there anything to push?,fast,0.8548,83
Is there anything to push?,balanced,0.76,83
Is there anything to push?,powerful,0.6283,83
Calculate 50% of 500,fast,0.9677,34
Calculate 50% of 500,balanced,0.8301,34
Calculate 50% of 500,powerful,0.558,34
Check if auth service is healthy,fast,0.8525,43
Check if auth service is healthy,balanced,0.7865,43
Check if auth service is healthy,powerful,0.6383,43
What files changed?,fast,0.9661,5
What files changed?,balanced,0.7626,5
What files changed?,powerful,0.6183,5
What's the port for docker?,fast,0.9083,148
What's the port for docker?,balanced,0.7654,148
What's the port for docker?,powerful,0.5403,148
Calculate 10% of 1000,fast,0.8947,226
Calculate 10% of 1000,balanced,0.7348,226
Calculate 10% of 1000,powerful,0.5549,226
Got it,fast,0.939,85
Got it,balanced,0.8383,85
Got it,powerful,0.7134,85
What's 100 + 8?,fast,0.8671,191
What's 100 + 8?,balanced,0.744,191
What's 100 + 8?,powerful,0.6778,191
When was requirements.txt last modified?,fast,0.9348,97
When was requirements.txt last modified?,balanced,0.754,97
When was requirements.txt last modified?,powerful,0.6181,97
Confirm deployment to staging,fast,0.9308,78
Confirm deployment to staging,balanced,0.7424,78
Confirm deployment to staging,powerful,0.6873,78
Is the database connected?,fast,0.9128,12
Is the database connected?,balanced,0.726,12
Is the database connected?,powerful,0.5391,12
What's the port for supervisor?,fast,0.9532,107
What's the port for supervisor?,balanced,0.8415,107
What's the port for supervisor?,powerful,0.6234,107
List all branches,fast,0.8772,51
List all branches,balanced,0.7071,51
List all branches,powerful,0.5045,51
"No, cancel that",fast,0.8839,52
"No, cancel that",balanced,0.8015,52
"No, cancel that",powerful,0.5437,52
"Yes, proceed",fast,0.9663,37
"Yes, proceed",balanced,0.7048,37
"Yes, proceed",powerful,0.5159,37
Is config.yaml writable?,fast,0.9303,119
Is config.yaml writable?,balanced,0.7181,119
Is config.yaml writable?,powerful,0.556,119
Show git diff,fast,0.9792,7
Show git diff,balanced,0.8177,7
Show git diff,powerful,0.6923,7
/status,fast,0.9641,53
/status,balanced,0.7401,53
/status,powerful,0.5378,53
Convert 3.14 Celsius to Fahrenheit,fast,0.8635,186
Convert 3.14 Celsius to Fahrenheit,balanced,0.7076,186
Convert 3.14 Celsius to Fahrenheit,powerful,0.7366,186
What commands are available?,fast,0.9094,47
What commands are available?,balanced,0.8262,47
What commands are available?,powerful,0.5277,47
Show system status,fast,0.9516,23
Show system status,balanced,0.7914,23
Show system status,powerful,0.7146,23
Show system status,fast,0.9571,23
Show system status,balanced,0.7063,23
Show system status,powerful,0.5264,23
Is this a breaking change?,fast,0.8653,0
Is this a breaking change?,balanced,0.7308,0
